seed_id,mixing_level,cosine_distance
seed_001,30,0.46194541454315186
seed_001,60,0.6396234929561615
seed_001,100,0.6614932715892792
seed_002,30,0.3025297522544861
seed_002,60,0.33717817068099976
seed_002,100,0.45289987325668335
seed_003,30,0.21496272087097168
seed_003,60,0.5900648832321167
seed_003,100,0.6468885838985443
seed_004,30,0.37636393308639526
seed_004,60,0.4827897548675537
seed_004,100,0.6111246347427368
seed_005,30,0.3013765811920166
seed_005,60,0.3809070587158203
seed_005,100,0.484965980052948
seed_006,30,0.3320477604866028
seed_006,60,0.5787704586982727
seed_006,100,0.6944595277309418
seed_007,30,0.29942750930786133
seed_007,60,0.44331496953964233
seed_007,100,0.5425528883934021
seed_008,30,0.37468165159225464
seed_008,60,0.5378271043300629
seed_008,100,0.5484687089920044
seed_009,30,0.14583390951156616
seed_009,60,0.419658899307251
seed_009,100,0.4154624938964844
seed_010,30,0.2707039713859558
seed_010,60,0.4611591696739197
seed_010,100,0.48143476247787476
seed_011,30,0.173214852809906
seed_011,60,0.5122783482074738
seed_011,100,0.5241104066371918
seed_012,30,0.3565317988395691
seed_012,60,0.3789825439453125
seed_012,100,0.4645911455154419
seed_013,30,0.34246087074279785
seed_013,60,0.542089194059372
seed_013,100,0.5046551823616028
seed_014,30,0.36423683166503906
seed_014,60,0.45888227224349976
seed_014,100,0.4998326301574707
seed_015,30,0.24463176727294922
seed_015,60,0.4134584665298462
seed_015,100,0.48617011308670044
seed_016,30,0.4588432312011719
seed_016,60,0.561198890209198
seed_016,100,0.5565747618675232
seed_017,30,0.28536319732666016
seed_017,60,0.7598917335271835
seed_017,100,0.7715266942977905
seed_018,30,0.2911493182182312
seed_018,60,0.45145678520202637
seed_018,100,0.4873136878013611
seed_019,30,0.42378389835357666
seed_019,60,0.5629336535930634
seed_019,100,0.6026589572429657
seed_020,30,0.306415319442749
seed_020,60,0.6616444289684296
seed_020,100,0.6543161273002625
seed_021,30,0.31769007444381714
seed_021,60,0.3337787389755249
seed_021,100,0.3858758211135864
seed_022,30,0.5105583071708679
seed_022,60,0.6907894015312195
seed_022,100,0.6927093267440796
seed_023,30,0.3002195358276367
seed_023,60,0.6143528521060944
seed_023,100,0.6285242736339569
seed_024,30,0.33264899253845215
seed_024,60,0.6474943161010742
seed_024,100,0.6351101994514465
seed_025,30,0.5758463740348816
seed_025,60,0.6702131032943726
seed_025,100,0.6784094870090485
seed_026,30,0.3233523964881897
seed_026,60,0.3745321035385132
seed_026,100,0.37575000524520874
seed_027,30,0.3403533697128296
seed_027,60,0.3971238136291504
seed_027,100,0.4232262969017029
seed_028,30,0.2283165454864502
seed_028,60,0.5579625368118286
seed_028,100,0.5840325951576233
seed_029,30,0.3347970247268677
seed_029,60,0.6255277097225189
seed_029,100,0.5928228497505188
seed_030,30,0.5060739517211914
seed_030,60,0.5385752320289612
seed_030,100,0.5787675678730011
seed_031,30,0.41576433181762695
seed_031,60,0.6539905071258545
seed_031,100,0.6971778273582458
seed_032,30,0.5718004107475281
seed_032,60,0.7297188639640808
seed_032,100,0.6635864675045013
seed_033,30,0.23699510097503662
seed_033,60,0.26729220151901245
seed_033,100,0.37955254316329956
seed_034,30,0.5955851078033447
seed_034,60,0.7119107246398926
seed_034,100,0.6218985617160797
seed_035,30,0.2982138991355896
seed_035,60,0.46905046701431274
seed_035,100,0.5971379578113556
seed_036,30,0.4692559838294983
seed_036,60,0.5644492506980896
seed_036,100,0.5738192796707153
seed_037,30,0.4763367176055908
seed_037,60,0.5703574419021606
seed_037,100,0.6485719382762909
seed_038,30,0.5392788350582123
seed_038,60,0.6805311441421509
seed_038,100,0.6765974164009094
seed_039,30,0.46899062395095825
seed_039,60,0.5613180994987488
seed_039,100,0.570971816778183
seed_040,30,0.4013550877571106
seed_040,60,0.5382403433322906
seed_040,100,0.522630125284195
seed_041,30,0.4130971431732178
seed_041,60,0.6780905425548553
